"term","estimate","std.error","statistic","p.value"
"as.factor(state)LA",15.4162496756607,2.53383109730096,6.08416626194309,1.36407945848222e-09
"as.factor(state)MA",-3.51947448549613,3.32932333994773,-1.05711405175545,0.290568657713508
"as.factor(state)MN",7.97818199526651,4.06076250955843,1.96470046610385,0.049567077299769
"as.factor(state)MO",25.3035851156406,3.49727240422687,7.23523426000737,6.26970249923046e-13
"as.factor(state)MS",1.93260415745384,1.79057087042023,1.0793229072247,0.280555041629405
"as.factor(state)MT",0.762188048328903,2.91849225174318,0.261158153794535,0.793993528938436
"as.factor(state)NC",0.270401303746669,2.42042746416966,0.111716342567378,0.91105790246628
"as.factor(state)ND",9.52450608712714,3.84198546818704,2.47905833220696,0.013242944110269
"as.factor(state)NE",3.57231625513867,2.90098016324887,1.23141698809066,0.218290688601976
"as.factor(state)NM",5.24796709649717,4.66982620504297,1.12380351346478,0.261211665480234
"as.factor(state)NV",10.2960531241679,8.22300521561422,1.25210344079768,0.210657307797456
"as.factor(state)NY",6.21956645015769,2.91020925484085,2.13715437809568,0.0326888343975016
"as.factor(state)OH",5.96972361807039,3.24600190117523,1.83910046876714,0.0660270422751919
"as.factor(state)OK",8.90370730595153,3.12709204767167,2.84728021120483,0.00444791089138433
"as.factor(state)OR",-1.6123438533457,2.76443047062341,-0.583246303525983,0.559783709895543
"as.factor(state)PA",6.68199252949955,3.42975942591838,1.94823942431773,0.0515057223003232
"as.factor(state)SC",-3.89382187582527,1.6997497674341,-2.29082065515049,0.0220623183833169
"as.factor(state)TN",2.66581722207655,2.36113081688605,1.12904257697688,0.258995604386469
"as.factor(state)TX",18.4018748594914,2.19298845392199,8.39123198600569,8.20614358985395e-17
"as.factor(state)UT",5.27698060087497,4.17703194708624,1.26333259302841,0.206595532404479
"as.factor(state)WA",2.49753603980212,3.0874763348934,0.808924755657551,0.418640665983858
"as.factor(state)WI",2.33914114389551,3.20768530248826,0.729230246521067,0.465933814040184
"as.factor(state)WV",3.72344350552897,4.33565963094107,0.85879515978536,0.390541499839323
"as.factor(state)WY",1.50923673981231,3.34695957431718,0.450927687144297,0.652083448604934
